game_number,Date,Team,Opponent,Name,Projected_PTS,Actual_PTS,Projected_REB,Actual_REB,Projected_AST,Actual_AST,Projected_TOV,Actual_TOV,Projected_STL,Actual_STL,Projected_BLK,Actual_BLK,Projected_FG3A,Actual_FG3A,Projected_PF,Actual_PF,Projected_FGM,Actual_FGM,Projected_FGA,Actual_FGA,Projected_OREB,Actual_OREB,Projected_FTA,Actual_FTA
111,11/16/17,BOS,HOU,Greg Monroe,11.53,20,6.97,11,2.65,1,1.59,0,0.66,2,0.44,1,0,0,3.19,2,4.75,10,8.89,14,1.8,3,2.74,0
111,11/16/17,PHX,HOU,TJ Warren,21.89,14,6.22,3,1.49,3,1.1,1,0.72,1,0.64,0,0.25,0,3.22,1,9.38,7,18.34,11,1.51,1,3.89,0
111,11/16/17,PHX,HOU,Devin Booker,25.17,18,4.64,2,4.82,10,3.15,5,0.88,0,0.22,0,2.45,2,3.49,4,8.95,7,19.78,16,0.41,0,5.53,4
111,11/16/17,PHX,HOU,Tyler Ulis,7.09,8,1.81,2,4.11,4,1.52,2,1.06,2,0.07,0,0.28,0,2.16,3,2.83,3,8.12,5,0.35,0,1.41,2
111,11/16/17,PHX,HOU,Dragan Bender,6.28,0,4.38,3,0.76,3,1.01,1,0.3,0,0.73,0,1.23,0,2.33,3,2.37,0,5.96,4,0.51,1,0.44,0
111,11/16/17,PHX,HOU,Marquese Chriss,8.08,5,6.04,1,1.63,0,1.43,1,0.6,1,0.94,3,1.07,0,4.23,4,2.85,2,7.27,7,0.87,0,1.92,3
111,11/16/17,PHX,HOU,Troy Daniels,3.95,23,0.69,3,0.22,1,0.52,0,0.14,0,0.03,0,1.02,7,1.06,1,1.32,8,3.19,15,0.1,1,0.38,0
112,11/16/17,GSW,BOS,David West,5.13,6,2.48,2,1.61,0,1.14,0,0.45,1,0.8,1,0.14,0,1.27,1,2.26,3,3.66,4,0.68,0,0.59,1
112,11/16/17,GSW,BOS,Nick Young,3.51,7,0.6,1,0.48,0,0.26,0,0.25,1,0.15,0,0.81,2,0.59,2,1.17,2,2.82,3,0.11,0,0.46,2
112,11/16/17,GSW,BOS,Omri Casspi,3.68,2,3.12,8,0.89,0,0.74,0,0.24,0,0.22,1,0.22,0,1.05,0,1.5,1,2.69,1,0.38,0,0.65,2
112,11/16/17,GSW,BOS,Zaza Pachulia,4.09,6,5.06,6,0.89,1,1.28,0,0.52,0,0.59,0,0,0,2.1,2,1.64,3,3.45,4,1.24,1,0.95,0
112,11/16/17,GSW,BOS,Kevin Durant,23.64,24,6.86,3,4.83,3,2.75,3,0.51,1,2.06,2,2.24,2,2.3,2,8.51,9,16.92,18,0.7,1,4.99,4
112,11/16/17,GSW,BOS,Shaun Livingston,4.76,2,2.29,1,2.42,4,0.74,0,0.39,0,0.33,1,0.01,0,1.42,1,2.11,1,4.44,4,0.55,0,0.72,0
112,11/16/17,GSW,BOS,Andre Iguodala,5.09,8,3.32,4,2.69,1,0.66,1,0.6,0,0.63,1,0.44,0,1.12,2,2,3,4.25,5,0.82,0,1.04,2
112,11/16/17,GSW,BOS,Stephen Curry,23.5,9,4.69,6,5.67,5,3,4,1.11,4,0.28,0,3.6,2,2.27,5,7.78,3,17.09,14,0.6,2,4.71,2
112,11/16/17,GSW,BOS,JaVale McGee,4.92,0,2.11,1,0.35,0,0.47,1,0.26,1,0.63,0,0,0,1.01,0,2.05,0,3.49,0,0.63,0,1.19,0
112,11/16/17,GSW,BOS,Klay Thompson,20.02,13,3.91,7,2.81,3,1.72,1,0.59,0,0.71,1,3.13,3,2.08,5,7.73,5,15.92,18,0.59,1,1.78,0
112,11/16/17,GSW,BOS,Draymond Green,11.48,11,8.96,8,5.99,5,3.21,4,1.01,1,1.67,3,1.25,1,3.46,2,4.23,3,8.69,11,1.4,2,2.29,6
112,11/16/17,GSW,BOS,Kevon Looney,1.07,0,0.82,0,0.16,0,0.16,1,0.06,0,0.16,0,0,0,0.4,2,0.47,0,0.8,0,0.21,0,0.21,0
112,11/16/17,BOS,GSW,Semi Ojeleye,2.02,2,0.84,5,0.13,0,0.43,0,0.26,0,0.05,0,0.36,0,0.46,1,0.57,0,1.5,3,0.3,1,0.7,2
112,11/16/17,BOS,GSW,Daniel Theis,4.01,0,2.93,2,0.48,0,0.86,0,0.44,0,0.25,0,0.17,0,1.44,0,1.53,0,2.82,0,1.01,0,1.03,0
112,11/16/17,BOS,GSW,Marcus Smart,9.7,1,4.14,7,4.66,3,2.11,3,1.6,2,0.34,1,1.26,0,2.11,3,3.09,0,10.74,7,1.4,0,2.88,2
112,11/16/17,BOS,GSW,Jayson Tatum,14.06,12,5.71,4,1.74,0,1.69,1,0.97,1,0.44,0,1.38,0,2.23,3,5.07,2,10.9,5,1.58,1,3.17,9
112,11/16/17,BOS,GSW,Al Horford,15.46,18,8.79,11,4.78,2,2.08,5,0.91,0,0.8,0,1.4,0,1.93,1,6.07,7,11.23,11,2.08,1,2.34,4
112,11/16/17,BOS,GSW,Terry Rozier,7.54,5,3.61,2,2.15,2,0.51,2,1.01,0,0.07,0,1.17,1,0.87,1,2.77,1,8.09,5,0.67,1,1,3
112,11/16/17,BOS,GSW,Kyrie Irving,23.32,16,3.19,5,6.32,6,2.36,1,2.16,1,0.24,1,2.32,1,2.18,2,8.47,4,19.02,16,0.8,0,4.55,8
112,11/16/17,BOS,GSW,Marcus Morris,12.19,12,4.62,4,1.55,1,1.06,2,0.88,1,0.16,1,1.27,2,1.96,1,4.54,4,10.74,10,0.9,0,2.25,2
112,11/16/17,BOS,GSW,Jaylen Brown,13.89,22,6.15,7,1.27,0,1.32,0,1.22,2,0.28,2,1.61,3,2.67,3,5.22,7,12.33,18,1.54,3,2.9,6
112,11/16/17,BOS,GSW,Aron Baynes,4.7,4,3.6,5,0.82,1,0.62,1,0.22,1,0.32,0,0,0,1.44,0,1.94,1,4.39,4,1.51,0,1.19,2
113,11/17/17,NOP,DEN,E'Twaun Moore,10.77,16,2.12,2,1.92,3,1.01,0,1.01,1,0.28,0,1.27,2,2.2,1,4.49,7,9.16,11,0.63,1,0.82,0
113,11/17/17,NOP,DEN,Mike James,6.52,9,2.14,1,2.23,8,0.94,1,0.79,1,0.26,0,0.74,0,1.07,1,2.42,3,6.58,8,0.47,0,1.22,3
113,11/17/17,DET,DEN,Jameer Nelson,4.83,10,1.99,4,2.82,9,1.23,5,0.8,0,0.14,0,0.86,2,1.54,0,1.79,4,4.26,6,0.27,1,0.5,0
113,11/17/17,NOP,DEN,Rajon Rondo,5.77,13,3.68,3,3.83,6,2,2,1.21,0,0.15,0,0.59,1,1.86,1,2.46,6,6.16,8,0.81,0,0.43,0
113,11/17/17,NOP,DEN,Jrue Holiday,12,13,3.91,4,4.72,6,2.78,0,1.26,0,0.45,0,0.91,1,2.36,2,5.01,6,10.91,12,0.64,1,1.36,0
113,11/17/17,NOP,DEN,DeMarcus Cousins,25.92,14,11.6,6,5.17,4,4.81,3,1.57,0,1.44,0,2.75,0,3.71,4,9.19,6,19.99,16,2.03,2,6.28,3
113,11/17/17,BKN,DEN,Dante Cunningham,5.14,7,3.1,1,0.62,0,0.35,0,0.76,0,0.29,0,0.99,1,1.87,2,1.97,3,5.09,7,0.82,1,0.45,0
113,11/17/17,NOP,DEN,Cheick Diallo,3.31,9,3.03,3,0.16,0,0.37,2,0.13,0,0.43,0,0,0,1.07,5,1.43,4,2.86,5,0.83,1,0.73,2
113,11/17/17,NOP,DEN,Darius Miller,6,6,1.17,0,0.41,1,0.92,1,0.43,0,0.34,0,1.22,2,1.49,2,1.94,2,4.11,6,0.31,0,1.05,0
113,11/17/17,NOP,DEN,Anthony Davis,24.3,17,9.79,5,2.78,2,2.48,0,1.44,1,1.8,0,0.92,0,2.24,0,9,7,16.72,11,2.47,1,6.78,5
113,11/17/17,DEN,NOP,Nikola Jokic,16.71,13,11.7,11,4.63,6,2.31,2,1.4,0,0.87,1,1.47,1,2.77,3,6.45,3,12.96,5,2.69,3,2.69,6
113,11/17/17,DEN,NOP,Malik Beasley,2.39,7,1.35,0,0.45,1,0.4,0,0.2,0,0,0,0.3,1,0.52,0,0.95,2,2.42,4,0.26,0,0.36,2
113,11/17/17,DEN,NOP,Jamal Murray,13.43,31,2.74,2,2.44,4,1.77,0,0.75,0,0.28,0,1.64,3,1.77,3,5.07,13,12.06,18,0.94,1,1.8,2
113,11/17/17,DEN,NOP,Kenneth Faried,3.87,6,2.28,2,0.4,0,0.56,1,0.48,1,0.26,0,0,0,0.65,2,1.48,3,2.47,6,0.81,2,1.29,0
113,11/17/17,DEN,NOP,Mason Plumlee,5.21,6,3.78,6,1.29,2,1.19,1,0.77,0,0.48,0,0,0,1.37,1,2.04,3,3.6,5,1.09,2,2.04,1
113,11/17/17,NYK,NOP,Emmanuel Mudiay,10.19,19,3.17,2,3.16,6,1.99,1,0.56,1,0.16,0,0.95,3,1.48,0,3.71,7,8.97,11,0.51,1,2.32,2
113,11/17/17,DEN,NOP,Gary Harris,14.57,22,3.04,3,3.04,5,1.59,1,1.62,0,0.23,0,2.43,4,2.14,2,5.4,9,11.27,11,0.91,1,1.8,0
113,11/17/17,DEN,NOP,Paul Millsap,17.73,20,7,6,3.22,7,2.45,3,1.08,2,0.89,2,1.36,3,2.57,3,6.33,8,14.39,14,1.61,0,5.07,3
113,11/17/17,DEN,NOP,Wilson Chandler,8.63,15,4.22,11,2.51,4,1.43,1,0.55,0,0.41,0,0.82,2,2.09,1,3.18,5,7.26,8,1.4,1,1.78,5
113,11/17/17,DEN,NOP,Will Barton,15.57,4,5.49,3,3.31,2,1.72,3,1.15,0,0.46,1,2.12,0,1.83,0,5.65,2,12.4,5,0.95,1,3.02,0
114,11/17/17,LAC,CLE,Montrezl Harrell,1.3,8,0.45,5,0.18,1,0.11,0,0.04,0,0.06,0,0,0,0.28,1,0.56,4,0.84,5,0.14,2,0.27,0
114,11/17/17,LAC,CLE,Austin Rivers,15.81,16,1.83,1,2.75,6,1.79,4,1.56,0,0.08,0,2.78,2,3.5,5,5.63,6,14.37,18,0.52,0,2.77,2
114,11/17/17,LAC,CLE,Lou Williams,25.37,13,3.62,2,4.62,7,2.67,4,1.38,1,0.17,0,3.27,0,1.7,3,8.32,5,18.76,16,0.58,1,6.1,3
114,11/17/17,LAC,CLE,Jawun Evans,9.22,3,3.5,1,2.46,1,1.19,0,0.7,0,0.18,0,0.73,0,1.89,3,3.54,1,8.07,3,0.88,0,1.93,1
114,11/17/17,LAC,CLE,Wesley Johnson,6.19,15,4.15,7,1.04,4,0.61,0,0.82,3,0.51,4,0.7,3,2.52,3,2.48,6,5.74,10,0.82,0,0.79,0
114,11/17/17,LAC,CLE,Sam Dekker,3.79,2,1.94,4,0.6,2,0.27,1,0.31,0,0.06,1,0.51,0,0.81,3,1.49,1,3.2,5,0.68,2,0.57,0
114,11/17/17,LAC,CLE,Sindarius Thornwell,9.03,13,2.67,1,1.7,2,1.8,1,1.27,0,0.48,1,0.65,3,4.1,4,3.24,5,7.38,9,1.37,0,2.75,0
114,11/17/17,LAC,CLE,DeAndre Jordan,10.33,20,13.34,22,0.99,1,1.29,4,0.6,1,1.1,3,0,0,3.6,2,4.15,10,6.56,12,4.39,7,3.69,2
114,11/17/17,DET,CLE,Blake Griffin,25.81,23,8.91,12,5.16,5,2.67,1,0.9,2,0.27,1,2.3,2,3,2,8.94,8,19.88,25,1.84,1,7.33,6
114,11/17/17,CLE,LAC,Jeff Green,10.01,8,3.11,2,1.33,2,1.07,1,0.69,0,0.21,0,0.52,0,2.13,1,3.53,3,6.97,5,0.85,1,3,2
114,11/17/17,CLE,LAC,Kyle Korver,11.8,9,2.72,3,0.48,2,0.92,0,0.49,1,0.34,0,2.82,2,2.29,2,3.98,2,8.09,5,0.27,0,1.17,3
114,11/17/17,LAL,LAC,Channing Frye,9.4,0,4.7,3,0.85,1,0.94,2,0.49,1,0.62,0,1.63,0,2.64,3,3.26,0,6.43,1,0.71,0,1.34,0
114,11/17/17,MIA,LAC,Dwyane Wade,9.1,23,3.74,11,3.6,5,1.79,2,0.73,2,0.52,2,0.23,0,2.17,1,3.24,6,7.71,16,1.11,1,3.04,13
114,11/17/17,CLE,LAC,Kevin Love,18.43,25,9.9,8,1.94,2,2.16,1,0.73,2,0.54,1,1.77,3,2.9,4,5.78,9,12.55,18,2.81,4,5.68,4
114,11/17/17,SAC,LAC,Iman Shumpert,8.11,0,4.37,1,1.72,1,1.45,1,1.01,1,0.5,1,1,0,3,1,2.94,0,7,1,0.96,0,1.64,0
114,11/17/17,CLE,LAC,LeBron James,28.94,39,7.61,14,9.33,6,4.25,6,1.19,0,1.06,0,1.53,4,2.57,0,11.17,17,18.83,26,1.7,1,6.64,5
114,11/17/17,UTA,LAC,Jae Crowder,8.29,9,3.51,5,1.05,0,1.02,0,0.56,1,0.24,0,1.09,1,2.53,2,2.53,3,6.62,9,0.97,1,2.52,2
114,11/17/17,CLE,LAC,JR Smith,10.16,5,3.4,4,2.02,4,0.9,1,1.18,0,0.3,0,2.3,1,3.48,3,3.68,2,9.97,7,0.71,0,0.74,0
115,11/17/17,OKC,SAS,Alex Abrines,3.87,9,1.6,1,0.28,0,0.43,1,0.43,1,0.15,0,0.81,1,1.25,1,1.34,4,3.4,8,0.38,1,0.47,0
115,11/17/17,OKC,SAS,Patrick Patterson,3.15,6,2.18,1,0.65,0,0.44,0,0.64,1,0.3,0,0.72,2,0.88,0,1.05,2,2.87,3,0.48,0,0.36,0
115,11/17/17,OKC,SAS,Raymond Felton,7.44,7,1.91,0,2.76,4,0.83,0,0.84,0,0.22,0,0.75,1,1.01,0,3.09,3,6.53,6,0.26,0,0.76,0
115,11/17/17,OKC,SAS,Russell Westbrook,19.68,15,7.86,9,8.42,9,4.71,2,1.82,0,0.32,0,1.49,0,2.16,3,7.03,5,17.33,22,1.22,3,5.68,5
115,11/17/17,OKC,SAS,Andre Roberson,3.83,2,3.66,5,1.05,1,0.49,0,0.66,1,0.76,0,0.29,0,1.78,3,1.62,1,3.73,2,1.34,1,0.79,0
115,11/17/17,OKC,SAS,Carmelo Anthony,17.5,20,6.05,6,1.72,3,1.72,1,0.88,0,0.6,1,1.86,2,2.45,2,6.33,9,15.14,17,0.72,0,3.63,1
115,11/17/17,OKC,SAS,Jerami Grant,8.06,8,4.59,4,1.12,0,0.85,0,0.86,0,1.11,0,0.53,0,1.79,2,3.08,4,6.24,6,1.19,0,1.93,0
115,11/17/17,OKC,SAS,Paul George,21.92,18,5.86,7,2.73,6,2.76,3,2.07,3,0.42,0,2.97,3,2.49,5,7.96,5,18.17,16,0.68,2,3.64,8
115,11/17/17,OKC,SAS,Steven Adams,11.23,16,6.71,8,1.05,0,1.61,1,1.27,0,1,2,0,0,1.87,4,4.87,6,7.83,8,2.75,6,2.12,7
115,11/17/17,OKC,SAS,Josh Huestis,1.29,0,0.93,0,0.31,1,0.33,0,0.25,0,0.17,0,0.26,0,0.52,2,0.47,0,1.33,1,0.23,0,0.3,0
115,11/17/17,SAS,OKC,Danny Green,8.99,17,3.61,6,1.86,4,1.65,1,1.16,4,0.77,2,1.59,5,1.77,0,3.48,6,8.27,15,0.56,0,0.61,0
115,11/17/17,SAS,OKC,Pau Gasol,11.34,14,7.47,8,3.35,4,2.02,1,0.35,0,0.98,2,1.01,2,1.88,3,4.16,3,8.62,7,1.76,3,2.58,6
115,11/17/17,SAS,OKC,Manu Ginobili,7.18,8,2.17,3,2.14,0,1.64,6,0.81,0,0.34,0,0.81,2,1.33,2,2.51,2,6.5,3,0.4,0,1.68,2
115,11/17/17,SAS,OKC,Joffrey Lauvergne,3.96,1,3.16,3,0.83,2,0.82,0,0.3,0,0.12,0,0.4,0,0.83,0,1.52,0,3.65,1,0.94,2,0.81,2
115,11/17/17,SAS,OKC,Brandon Paul,1.07,0,0.45,1,0.24,0,0.34,0,0.13,0,0.08,0,0.17,0,0.28,0,0.35,0,0.77,0,0.1,0,0.33,0
115,11/17/17,SAS,OKC,Dejounte Murray,7.3,0,4.37,3,2.37,2,1.82,0,0.63,1,0.34,0,0.21,0,1.53,3,3,0,7.61,4,1.05,0,1.51,0
115,11/17/17,SAS,OKC,Patty Mills,9.85,8,1.98,3,3.35,3,1.75,0,1.08,0,0.13,0,1.97,2,1.67,1,3.51,3,9.44,11,0.31,0,0.96,0
115,11/17/17,SAS,OKC,Davis Bertans,0.4,9,0.2,1,0.08,0,0.05,0,0.03,0,0.03,1,0.09,3,0.09,1,0.13,3,0.3,4,0.05,0,0.05,0
115,11/17/17,SAS,OKC,LaMarcus Aldridge,21.21,26,8.02,9,2.81,1,1.98,1,0.8,0,1.07,0,0.66,0,2.53,3,8.26,8,17,14,2.93,5,5.07,12
115,11/17/17,SAS,OKC,Bryn Forbes,6.8,2,1.48,0,0.94,0,0.43,1,0.22,0,0.04,0,1.15,0,1.18,2,2.68,1,6.26,3,0.34,0,0.41,0
115,11/17/17,SAS,OKC,Kyle Anderson,7.5,10,6.64,3,2.46,6,0.87,1,0.91,1,0.71,1,0.14,0,2.25,1,3.13,4,6.54,7,1.6,0,1.39,4
115,11/17/17,SAS,OKC,Rudy Gay,10.89,9,4.86,4,1.67,1,2.24,2,0.93,0,0.66,1,0.76,0,1.89,2,3.77,4,8.39,8,1.1,2,3.1,2
116,11/17/17,MIN,DAL,Nemanja Bjelica,5.88,7,3.34,3,0.74,1,0.78,0,0.5,0,0.28,0,0.98,1,1.23,1,2.14,3,4.15,4,0.56,1,0.71,0
116,11/17/17,MIN,DAL,Andrew Wiggins,18.43,19,4.33,5,1.74,1,2.07,1,1.14,3,0.34,0,1.45,2,1.41,2,6.58,7,14.17,15,0.92,1,5.8,4
116,11/17/17,MIN,DAL,Gorgui Dieng,5.09,4,4.17,1,1.01,1,0.74,1,0.51,0,0.46,0,0.14,0,1.27,3,1.93,1,3.73,5,1.21,1,1.37,2
116,11/17/17,MIN,DAL,Karl-Anthony Towns,22.19,15,11.96,11,1.55,2,2.38,2,0.68,1,1.28,0,1.45,1,2.86,4,8.29,5,15.19,10,2.59,2,4.94,5
116,11/17/17,MIN,DAL,Jimmy Butler,15.82,21,5.04,8,4.43,4,1.97,1,1.55,2,0.32,0,0.79,3,1.31,2,4.82,8,11.16,19,1.03,0,6.17,2
116,11/17/17,MIN,DAL,Taj Gibson,10.12,10,7.2,11,1.17,2,1.31,1,1,0,0.66,0,0.26,0,2.27,0,4.21,2,7.74,5,1.99,3,1.83,6
116,11/17/17,MIL,DAL,Shabazz Muhammad,4.47,1,1.63,2,0.29,0,0.38,0,0.19,0,0.12,0,0.14,0,0.57,1,1.73,0,3.88,2,0.51,1,1.33,2
116,11/17/17,MIN,DAL,Tyus Jones,3.3,2,1.65,2,1.82,4,0.7,0,0.64,0,0.08,0,0.34,0,0.61,2,1.17,1,2.87,4,0.21,0,0.7,0
116,11/17/17,MIN,DAL,Jamal Crawford,8.17,12,1.39,0,2.08,0,1.43,1,0.84,0,0.12,0,1.13,2,0.88,0,2.62,4,6.56,6,0.13,0,1.93,2
116,11/17/17,MIN,DAL,Jeff Teague,13.86,15,3.17,4,6.34,10,3.05,3,1.57,0,0.35,0,1.55,3,2.02,2,4.54,6,10.89,11,0.35,1,3.92,0
116,11/17/17,DAL,MIN,Nerlens Noel,2.93,2,2.41,2,0.24,0,0.52,0,0.29,0,0.39,0,0,0,1.19,0,1.19,1,1.94,2,0.6,2,0.67,0
116,11/17/17,DAL,MIN,Salah Mejri,4.56,6,4.28,6,0.51,3,0.75,0,0.41,1,0.76,2,0,0,2.5,2,2.03,2,2.67,3,1.34,2,0.93,2
116,11/17/17,DEN,MIN,Devin Harris,8.11,9,1.72,3,1.89,4,0.9,2,0.56,0,0.12,0,0.91,1,2.12,4,2.88,3,6.29,7,0.26,2,1.74,2
116,11/17/17,DAL,MIN,Wesley Matthews,11.87,8,3.42,2,2.78,2,1.61,1,1.2,0,0.24,1,2.25,2,3.28,2,4.08,3,10.83,11,0.58,0,1.81,0
116,11/17/17,DAL,MIN,Dirk Nowitzki,10.78,15,5.65,7,1.81,1,0.89,0,0.52,0,1.02,0,1.17,1,3.27,2,4.23,6,9.12,12,0.86,0,1.36,2
116,11/17/17,DAL,MIN,Harrison Barnes,19.1,18,6.8,6,2.2,0,1.6,1,0.84,1,0.27,0,1.42,1,2.47,1,7.55,6,15.55,16,1.48,2,3.15,6
116,11/17/17,DAL,MIN,Dwight Powell,4.05,2,2.31,0,0.86,0,0.4,0,0.45,0,0.36,0,0.39,0,1.44,0,1.54,1,3.48,2,0.6,0,0.81,0
116,11/17/17,DAL,MIN,Dennis Smith Jr.,18.62,8,4.71,5,5.12,4,2.54,3,1.03,1,0.61,0,1.74,0,2.99,2,7.67,3,17.26,12,1.36,2,2.26,2
116,11/17/17,DAL,MIN,J.J. Barea,10.31,7,2.77,1,3.91,4,1.61,1,0.48,0,0.06,0,1.56,1,1.82,2,3.97,2,8.71,9,0.39,0,1,2
116,11/17/17,DAL,MIN,Yogi Ferrell,9.64,10,2.12,4,2.31,0,1.26,2,0.8,0,0.2,0,1.46,2,2.45,1,3.38,4,7.46,7,0.36,0,1.62,1
116,11/17/17,DAL,MIN,Maxi Kleber,5.52,0,2.77,3,1.56,0,0.79,1,0.56,0,0.34,0,0.35,0,1.62,2,2.17,0,4.32,3,0.79,1,1.12,0
117,11/17/17,MIA,WAS,Hassan Whiteside,15.99,22,12.6,16,0.62,1,2.29,2,0.94,0,1.62,2,0.05,0,3.15,3,6.63,10,12.54,12,3.29,2,4.18,3
117,11/17/17,MIA,WAS,Tyler Johnson,11.05,7,3.12,5,2.44,3,1.14,2,0.75,0,0.77,1,1.4,1,3.38,1,3.6,2,9.64,7,0.73,0,2.83,2
117,11/17/17,MIA,WAS,Wayne Ellington,4.16,4,1.1,3,0.67,0,0.35,0,0.24,0,0.04,0,1.15,1,0.71,2,1.36,1,3.71,4,0.14,0,0.35,1
117,11/17/17,MIA,WAS,Josh Richardson,9.33,3,3.41,2,2.13,2,1.83,2,1.14,0,0.74,1,1.46,1,3.5,4,3.47,1,8.89,10,0.78,1,1.24,0
117,11/17/17,MIA,WAS,Goran Dragic,18.93,6,3.96,5,4.49,7,2.8,4,0.79,2,0.15,0,1.66,0,2.9,1,7.03,3,15.04,11,0.98,0,4.05,0
117,11/17/17,MIA,WAS,James Johnson,10.16,20,4.97,5,3.43,4,2.45,1,0.9,0,0.78,0,0.78,2,3.22,2,3.88,7,7.72,14,0.85,2,2.17,6
117,11/17/17,MIA,WAS,Kelly Olynyk,6.24,5,4.95,4,1.26,0,1.31,1,0.43,1,0.51,1,0.78,1,2.3,4,2.32,2,4.49,3,0.88,3,1.1,0
117,11/17/17,MIA,WAS,Justise Winslow,6.18,10,5.05,7,1.42,1,1.36,0,0.77,2,0.3,1,0.26,1,2.28,2,2.48,4,6.11,9,1.18,1,1.55,2
117,11/17/17,MIA,WAS,Dion Waiters,17.74,13,3.1,4,3.52,3,3.1,2,0.87,1,0.45,1,2.01,3,3.16,0,7,4,15.85,13,0.44,1,2.33,2
117,11/17/17,WAS,MIA,Markieff Morris,11.47,7,4.82,5,1.32,4,1.45,2,0.85,3,0.57,1,0.87,1,2.64,1,4.22,3,9.71,7,1.28,0,2.61,0
117,11/17/17,WAS,MIA,Mike Scott,2.21,4,1.37,0,0.25,0,0.21,1,0.09,0,0.1,0,0.15,0,0.37,1,0.91,2,1.98,3,0.28,0,0.27,0
117,11/17/17,WAS,MIA,John Wall,21.82,8,4.2,3,8.78,8,3.66,3,1.59,0,0.95,0,1.05,2,1.95,1,7.22,3,17.14,12,0.67,0,8.25,0
117,11/17/17,WAS,MIA,Jodie Meeks,8,9,1.64,0,0.42,0,0.82,0,0.79,0,0.08,0,1.02,2,0.6,1,2.46,2,6.65,3,0.18,0,2.27,3
117,11/17/17,WAS,MIA,Tim Frazier,3.36,0,1.6,5,2.66,1,1.08,0,0.67,0,0.1,0,0.26,0,1.04,2,1.06,0,2.94,3,0.27,0,1.07,0
117,11/17/17,WAS,MIA,Bradley Beal,24.45,26,5.11,10,3.94,4,2.27,1,1.36,1,0.37,0,1.83,5,1.77,4,8.6,9,18.41,22,1.16,0,6.48,4
117,11/17/17,WAS,MIA,Ian Mahinmi,3.41,2,4.32,2,0.7,0,1.05,0,0.47,0,0.64,2,0,0,1.94,0,1.16,1,2.61,2,1.57,1,1.63,0
117,11/17/17,WAS,MIA,Otto Porter Jr.,15.29,12,8.15,3,1.75,0,0.61,0,1.63,0,0.64,0,1.65,0,2.61,0,6.1,4,11.21,10,1.83,1,1.85,4
117,11/17/17,WAS,MIA,Marcin Gortat,7.83,11,7.62,13,1.04,0,1.16,2,0.43,0,0.8,1,0,0,2.2,2,3.23,5,5.99,9,2.27,4,1.88,2
117,11/17/17,WAS,MIA,Kelly Oubre Jr.,9.01,4,5.71,4,0.82,1,0.64,2,0.91,0,0.39,0,1.22,0,2.22,2,3.18,1,8.19,9,1.18,1,1.77,2
118,11/17/17,LAC,IND,Tobias Harris,20.52,15,5.14,5,2.08,2,1.19,0,0.55,1,0.47,1,2.72,1,1.68,3,7.94,6,16.85,16,0.99,1,2.13,2
118,11/17/17,DET,IND,Langston Galloway,7.22,5,1.86,1,0.79,1,0.49,0,0.47,0,0.1,0,1.42,1,0.66,0,2.59,2,5.61,7,0.21,0,0.76,0
118,11/17/17,DET,IND,Andre Drummond,14.84,11,15.04,15,3.32,5,2.48,5,1.42,1,1.49,3,0,0,2.84,4,6.43,5,11.37,10,4.75,7,3.58,2
118,11/17/17,DET,IND,Reggie Jackson,15.89,16,3.49,2,6.11,7,2.37,3,0.8,0,0.08,0,1.37,2,1.98,2,6.19,7,13.51,14,0.8,0,2.37,0
118,11/17/17,DET,IND,Ish Smith,9.87,15,2.39,2,4.26,2,1.36,1,0.41,0,0.26,0,0.15,1,1.14,2,4.56,5,8.35,10,0.34,0,0.9,4
118,11/17/17,DET,IND,Luke Kennard,5.68,13,2.1,3,1.26,0,0.89,2,0.48,2,0.21,0,0.54,3,0.71,2,2.25,5,4.94,8,0.54,1,1.08,0
118,11/17/17,DET,IND,Eric Moreland,2.56,0,3.92,3,1.07,1,0.76,0,0.4,0,0.42,2,0.02,0,1.33,1,1.12,0,2.28,1,1.16,1,0.77,0
118,11/17/17,DET,IND,Stanley Johnson,8.24,3,3.35,1,1.5,0,0.98,0,0.85,0,0.4,2,1.18,1,1.82,1,3.23,1,8.05,9,0.6,0,0.87,0
118,11/17/17,DET,IND,Anthony Tolliver,7.51,6,3.04,5,1.39,2,0.83,0,0.51,0,0.33,0,1.56,2,1.13,0,2.56,2,5.68,5,0.92,1,1.17,0
118,11/17/17,LAC,IND,Avery Bradley,17,16,3.48,6,2.33,0,2.05,0,1.2,0,0.24,0,1.92,3,1.69,3,6.8,6,14.81,13,1.09,0,1.88,2
118,11/17/17,IND,DET,Myles Turner,17.33,7,8.9,5,1.71,1,1.66,0,0.63,0,1.84,3,0.7,1,2.68,1,6.77,3,13.07,13,1.85,1,3.92,0
118,11/17/17,IND,DET,Thaddeus Young,12.5,18,6.1,5,1.57,4,1.35,0,1.41,1,0.49,0,1.18,1,1.8,1,5.35,8,11.08,14,1.93,2,0.98,4
118,11/17/17,IND,DET,Darren Collison,12.47,16,2.98,1,6.29,6,1.71,1,0.98,1,0.16,1,1.17,2,1.24,2,4.65,6,9.44,10,0.53,1,2.32,2
118,11/17/17,IND,DET,Cory Joseph,8.55,5,2.57,6,3.13,2,1.45,0,0.99,0,0.3,0,1.17,1,1.05,2,3.17,1,7.66,3,0.47,0,1.27,2
118,11/17/17,IND,DET,TJ Leaf,2.32,0,1.05,0,0.26,0,0.41,0,0.12,0,0.12,0,0.23,0,0.47,0,0.91,0,1.85,0,0.28,0,0.52,0
