game_number,Date,Team,Opponent,Name,Projected_PTS,Actual_PTS,Projected_REB,Actual_REB,Projected_AST,Actual_AST,Projected_TOV,Actual_TOV,Projected_STL,Actual_STL,Projected_BLK,Actual_BLK,Projected_FG3A,Actual_FG3A,Projected_PF,Actual_PF,Projected_FGM,Actual_FGM,Projected_FGA,Actual_FGA,Projected_OREB,Actual_OREB,Projected_FTA,Actual_FTA
402,12/27/17,TOR,OKC,Kyle Lowry,16.3,13,6.05,4,6.36,10,3.24,3,1.46,3,0.16,0,3.14,2,2.4,3,5.18,3,12.14,10,0.71,2,3.13,5
402,12/27/17,TOR,OKC,Jakob Poeltl,7.47,13,4.28,6,0.45,0,1.04,0,0.45,0,0.88,1,0.04,0,2.14,2,3.32,6,4.8,8,1.63,1,1.55,3
402,12/27/17,OKC,TOR,Alex Abrines,2.65,0,1.06,0,0.21,0,0.33,0,0.31,0,0.05,0,0.61,0,0.75,2,0.89,0,2.18,0,0.24,0,0.3,0
402,12/27/17,OKC,TOR,Patrick Patterson,3.07,0,2.03,2,0.51,0,0.48,0,0.51,0,0.21,1,0.66,0,0.88,1,1.02,0,2.69,3,0.31,1,0.36,0
402,12/27/17,OKC,TOR,Raymond Felton,6.75,7,1.77,1,2.51,1,0.8,0,0.63,0,0.14,1,0.79,1,0.82,0,2.78,3,6.73,11,0.29,0,0.58,0
402,12/27/17,OKC,TOR,Russell Westbrook,24.61,30,8.9,8,9.34,13,5.14,7,1.94,2,0.21,0,1.52,0,2.63,1,8.92,11,21.59,22,1.59,2,7.38,10
402,12/27/17,OKC,TOR,Andre Roberson,3.63,6,4.29,10,1.02,2,0.77,0,0.85,1,0.94,1,0.15,0,2.25,5,1.65,2,3.13,3,1.66,4,0.53,6
402,12/27/17,OKC,TOR,Carmelo Anthony,16.98,18,6.32,4,1.67,4,1.52,0,0.78,1,0.65,0,1.92,0,2.84,2,6.19,8,15.18,15,0.78,0,3.47,2
402,12/27/17,OKC,TOR,Jerami Grant,6.46,6,3.34,5,0.7,1,0.67,2,0.48,0,0.62,2,0.3,0,1.38,4,2.29,1,4.46,4,1.18,0,2.3,5
402,12/27/17,OKC,TOR,Paul George,19.82,33,5.56,8,3.25,2,3.11,2,2.19,1,0.63,0,2.79,7,2.98,4,6.78,11,16.49,17,0.95,1,4.3,5
402,12/27/17,OKC,TOR,Steven Adams,13.23,18,7.86,9,0.88,2,1.77,1,1.16,4,1,0,0,0,2.82,5,5.51,8,8.82,9,4.15,6,3.37,3
402,12/27/17,OKC,TOR,Josh Huestis,3.32,6,2.43,4,0.46,0,0.9,0,0.52,0,0.46,2,0.7,1,1.56,2,1.23,2,3.13,3,0.78,1,0.66,2
403,12/27/17,CLE,SAC,Jose Calderon,6.6,1,2.18,0,2.43,1,1.19,1,0.7,0,0.02,0,1.53,0,1.61,1,2.31,0,4.77,2,0.31,0,0.53,2
403,12/27/17,CLE,SAC,Jeff Green,10.62,8,3.63,2,1.48,1,0.91,2,0.64,0,0.27,0,0.67,0,1.45,2,3.8,4,7.6,9,0.9,1,2.76,0
403,12/27/17,CLE,SAC,Kyle Korver,9.56,9,1.86,1,0.93,1,0.67,1,0.39,0,0.28,0,2.32,3,1.12,0,3.19,3,6.6,9,0.13,0,0.99,0
403,12/27/17,MIA,SAC,Dwyane Wade,11.78,5,3.73,2,3.76,1,2.22,1,0.96,1,0.49,1,0.66,0,1.2,1,4.65,1,10.1,3,0.77,0,2.57,4
403,12/27/17,CLE,SAC,Cedi Osman,1.8,3,1.14,2,0.18,0,0.4,0,0.21,0,0.05,0,0.27,0,0.56,0,0.67,1,1.45,1,0.18,0,0.37,2
403,12/27/17,CLE,SAC,Kevin Love,19.35,23,10.19,5,1.97,0,1.97,1,0.71,0,0.39,2,2.48,3,1.82,4,6.36,7,13.55,12,2.31,0,4.76,6
403,12/27/17,CLE,SAC,LeBron James,28.71,16,8.25,10,9.04,14,4.78,4,1.38,5,0.94,0,2.41,0,1.38,2,11.06,6,19.75,17,1.14,2,5.32,5
403,12/27/17,UTA,SAC,Jae Crowder,9.1,8,3.17,5,0.89,1,0.98,0,0.61,2,0.21,1,1.31,0,1.89,1,3.09,2,7.51,6,0.79,2,1.78,4
403,12/27/17,CLE,SAC,Tristan Thompson,4.03,2,4.96,2,0.36,0,0.57,0,0.29,0,0.42,0,0,0,1.14,2,1.59,1,2.68,2,1.5,1,1.56,0
403,12/27/17,CLE,SAC,JR Smith,6.66,15,3.16,6,1.85,0,0.95,0,0.96,1,0.14,0,1.58,5,1.81,2,2.37,5,6.53,9,0.4,0,0.55,2
403,12/27/17,SAC,CLE,Bogdan Bogdanovic,11.73,16,3.61,3,2.89,8,1.68,4,1.25,4,0.49,1,1.54,3,2.11,1,4.54,6,9.87,9,0.73,0,1.41,1
403,12/27/17,SAC,CLE,Buddy Hield,11.64,8,3.54,2,1.5,4,1.22,0,0.94,1,0.2,0,1.93,2,1.55,1,4.47,3,9.57,7,0.78,1,0.83,0
403,12/27/17,SAC,CLE,Justin Jackson,5.54,3,2.07,2,0.81,1,0.69,0,0.33,0,0.33,0,0.84,1,1.26,2,2.13,1,5.21,1,0.52,0,0.7,0
403,12/27/17,SAC,CLE,Garrett Temple,9.13,9,3.61,3,1.92,0,1.13,1,1.2,0,0.68,2,1.69,2,2.24,4,3.23,3,8.52,10,0.68,0,1.29,2
403,12/27/17,CLE,CLE,George Hill,14.25,10,4.53,5,3.3,1,1.69,2,1.15,1,0.37,1,2.13,0,1.81,4,5.2,3,10.52,5,0.93,1,2.28,4
403,12/27/17,SAC,CLE,Willie Cauley-Stein,11.95,17,6.67,9,2.38,4,1.44,0,0.81,0,0.88,1,0.05,0,2.28,4,5.11,8,9.85,14,1.99,1,2.56,2
403,12/27/17,SAC,CLE,Vince Carter,1.79,24,0.95,5,0.56,3,0.23,1,0.39,1,0.23,1,0.32,4,0.75,1,0.65,10,1.93,12,0.21,0,0.38,0
403,12/27/17,SAC,CLE,Frank Mason,11.77,4,4.27,2,4.12,1,1.8,2,0.74,0,0.4,0,1.11,0,1.78,0,4.22,2,11,3,1.37,0,2.83,0
403,12/27/17,TOR,CLE,Malachi Richardson,7.21,4,3.41,2,1.06,1,0.75,1,0.78,0,0.12,0,1.17,0,2.83,1,2.37,1,7.04,5,0.71,0,1.59,2
403,12/27/17,SAC,CLE,Zach Randolph,17.06,14,7.56,7,2.87,2,1.89,0,0.94,1,0.26,0,0.96,0,1.94,1,7.24,4,13.65,13,2.25,4,2.08,7
404,12/27/17,UTA,GSW,Donovan Mitchell,19.87,17,3.79,7,3.99,3,2.92,3,2.03,2,0.73,1,2.57,1,2.95,4,7.39,6,18.1,17,0.87,0,2.97,5
404,12/27/17,HOU,GSW,Joe Johnson,6.37,2,2.46,1,1.31,1,0.88,1,0.41,0,0.23,0,0.61,0,0.85,1,2.53,1,6.41,4,0.61,0,0.84,0
404,12/27/17,CLE,GSW,Rodney Hood,16.46,26,2.98,5,2.1,0,1.64,1,1.14,3,0.3,0,2.89,2,1.57,1,5.79,9,15.15,20,0.48,2,2.31,8
404,12/27/17,UTA,GSW,Ekpe Udoh,2.31,0,2.19,1,0.75,1,0.35,0,0.54,1,0.63,0,0,0,1.13,1,0.81,0,1.92,0,1.04,0,0.92,0
404,12/27/17,UTA,GSW,Derrick Favors,11.67,17,7.73,10,1.67,1,1.32,0,0.96,0,1.48,0,0.14,0,2,4,4.7,7,9.58,11,3.27,5,2.93,4
404,12/27/17,UTA,GSW,Royce O'Neale,2.58,5,1.83,3,0.72,2,0.54,0,0.36,0,0.13,0,0.42,0,0.66,2,0.73,1,2.14,3,0.28,0,0.92,4
404,12/27/17,UTA,GSW,Thabo Sefolosha,7.46,11,3.55,8,0.86,1,0.74,2,1.18,2,0.37,1,0.84,1,1.14,3,2.83,4,6.08,12,0.81,3,1.2,2
404,12/27/17,UTA,GSW,Ricky Rubio,9.38,10,3.92,2,3.79,2,2.75,1,1.66,2,0.19,0,0.85,0,1.99,1,3.21,5,8.91,13,0.63,0,2.39,0
404,12/27/17,UTA,GSW,Alec Burks,8.35,10,3.29,2,1.1,3,0.9,1,1.04,0,0.25,0,0.85,1,0.96,3,2.84,3,7.23,8,0.59,0,2.09,4
404,12/27/17,UTA,GSW,Joe Ingles,10.64,3,4.59,4,3.64,7,1.88,4,1.3,0,0.21,0,2.66,1,1.7,2,3.76,1,8.81,4,0.46,0,0.58,0
404,12/27/17,GSW,UTA,David West,6.11,6,2.94,4,2.01,2,0.96,1,0.59,1,0.69,0,0.09,0,1.08,3,2.68,3,4.43,4,0.64,0,1.01,0
404,12/27/17,GSW,UTA,Nick Young,5.47,15,1.46,1,0.44,1,0.56,0,0.38,0,0.11,0,1.18,3,0.67,1,1.89,6,4.35,9,0.15,0,0.75,0
404,12/27/17,GSW,UTA,Omri Casspi,5.4,10,3.4,4,1.04,2,0.54,2,0.26,1,0.3,0,0.21,0,0.98,1,2.13,5,3.47,5,0.48,0,1.22,0
404,12/27/17,GSW,UTA,Zaza Pachulia,5.23,5,5.1,1,1.46,2,1.5,2,0.85,1,0.37,0,0,0,1.65,0,2.11,2,3.91,2,1.22,0,1.28,1
404,12/27/17,GSW,UTA,Kevin Durant,28.36,21,7.17,6,5.56,4,3.73,2,0.95,0,1.74,3,2.61,2,1.83,3,10.25,7,20.16,10,0.66,0,5.87,5
404,12/27/17,GSW,UTA,Shaun Livingston,5.81,8,2.29,2,2.51,3,1.13,1,0.58,2,0.31,1,0,0,1.5,0,2.61,4,5.32,7,0.75,0,0.83,0
404,12/27/17,GSW,UTA,Jordan Bell,6.86,5,4.4,13,2.36,7,1.46,1,0.92,1,0.89,0,0,0,1.95,4,3.12,2,4.41,6,1.34,2,0.82,3
404,12/27/17,GSW,UTA,Patrick McCaw,4.87,18,1.8,4,1.87,0,0.77,1,0.86,1,0.19,0,0.59,1,0.97,0,1.87,7,4.22,10,0.34,1,0.77,4
404,12/27/17,GSW,UTA,Andre Iguodala,5.55,3,3.54,6,2.73,7,1.17,0,0.82,1,0.52,0,0.43,0,0.96,1,2.16,1,4.88,7,0.81,1,1.25,2
404,12/27/17,GSW,UTA,Klay Thompson,22.48,15,4.42,0,2.9,1,2.08,2,0.82,0,0.54,1,3.61,3,1.33,1,8.67,5,17.59,12,0.53,0,1.71,2
404,12/27/17,GSW,UTA,Draymond Green,11.62,14,8.26,8,6.59,8,3.58,3,1.67,0,1.33,0,1.37,2,2.33,1,4.16,6,9.1,10,1.25,0,2.46,0
404,12/27/17,GSW,UTA,Kevon Looney,0.75,0,0.63,0,0.12,0,0.15,1,0.1,0,0.13,0,0,0,0.22,2,0.31,0,0.57,0,0.17,0,0.28,0
405,12/27/17,DEN,MIN,Nikola Jokic,19.37,22,10.04,9,5.21,4,3.29,2,1.1,2,1.13,1,1.53,1,3.26,3,7.68,5,14.77,11,2.71,1,2.84,12
405,12/27/17,DEN,MIN,Jamal Murray,16.3,21,3.41,7,2.82,8,2.4,1,0.76,0,0.34,0,1.92,2,2.4,2,6.12,8,13.45,20,1.2,1,2.35,3
405,12/27/17,DEN,MIN,Mason Plumlee,7.52,11,5.69,8,2.36,1,1.92,1,0.71,0,0.88,0,0,0,2.55,1,3.35,4,5.7,8,1.98,4,2.13,6
405,12/27/17,DEN,MIN,Torrey Craig,5.71,2,2.89,2,1.78,1,1.02,0,0.48,0,0.34,0,0.71,0,1.69,2,2.04,1,4.82,3,0.64,1,1.21,0
405,12/27/17,DEN,MIN,Trey Lyles,14.3,23,5.73,10,1.58,0,1.33,1,0.62,0,0.48,1,1.93,4,1.59,5,5.38,8,10.36,13,1.22,0,2.23,3
405,12/27/17,DEN,MIN,Gary Harris,17.53,10,2.75,3,3.6,6,2.36,1,1.5,0,0.32,0,2.39,2,2.28,3,6.82,3,13.91,10,0.73,1,1.93,2
405,12/27/17,DEN,MIN,Wilson Chandler,11.97,8,5.24,5,2.36,1,1.94,2,0.47,1,0.4,0,1.26,2,2.64,4,4.52,3,10.66,8,1.43,2,1.95,0
405,12/27/17,DEN,MIN,Will Barton,13.77,28,4.66,3,3.94,5,1.86,1,0.98,0,0.69,0,1.73,4,2.25,3,5.26,10,11.38,17,0.88,1,2.08,5
405,12/27/17,MIN,DEN,Nemanja Bjelica,4.65,1,1.89,3,0.51,0,0.55,0,0.33,0,0.15,0,0.74,0,0.87,2,1.75,0,3.15,1,0.38,0,0.49,2
405,12/27/17,MIN,DEN,Taj Gibson,12.37,20,7.27,4,1.46,2,1.38,0,0.88,0,0.52,1,0.18,0,2.33,6,5.23,9,8.88,12,2.36,1,2.11,3
405,12/27/17,MIN,DEN,Gorgui Dieng,5.52,6,4.36,5,1.26,1,0.82,0,0.87,0,0.31,1,0.23,1,1.44,2,2.18,2,4.45,6,1.31,1,1.2,2
405,12/27/17,MIN,DEN,Karl-Anthony Towns,22.39,14,11.26,13,2.17,6,2.46,3,1.1,0,1.1,4,1.57,2,3.24,6,8.63,6,15.36,12,2.71,4,4.3,0
405,12/27/17,MIN,DEN,Jimmy Butler,22.09,39,5.1,4,5.13,5,1.94,1,1.91,1,0.28,0,1.23,3,1.1,0,8.2,10,16.69,20,1.11,0,5.23,18
405,12/27/17,MIN,DEN,Tyus Jones,3.51,4,1.48,4,2.14,0,0.54,1,0.9,0,0.05,0,0.43,0,0.76,2,1.26,2,2.73,3,0.18,0,0.68,0
405,12/27/17,MIN,DEN,Marcus Georges-Hunt,1.02,0,0.47,0,0.32,0,0.15,0,0.12,0,0,0,0.08,0,0.27,0,0.38,0,0.87,0,0.13,0,0.23,0
405,12/27/17,MIN,DEN,Jamal Crawford,10.94,12,1.15,1,2.6,3,1.22,1,0.66,1,0.09,0,1.45,0,1.06,1,3.97,6,8.99,11,0.18,0,1.62,0
405,12/27/17,MIN,DEN,Jeff Teague,12.04,11,2.84,5,6.87,10,2.67,0,1.52,2,0.27,0,1.24,1,2.12,2,4.55,5,9.92,12,0.37,1,2.04,0
405,12/27/17,MIN,DEN,Andrew Wiggins,15.32,21,3.44,3,1.74,0,1.47,0,1.17,0,0.38,1,1.11,5,1.46,5,6.01,7,13.65,13,0.91,0,3.42,5
406,12/27/17,NYK,CHI,Enes Kanter,15.57,4,11.38,11,2.11,1,1.61,1,0.67,0,0.8,0,0,0,2.4,1,6.69,2,11.01,7,3.24,1,2.48,0
406,12/27/17,NYK,CHI,Lance Thomas,5.7,8,3.14,3,0.44,0,0.6,1,0.34,1,0.03,1,0.75,0,1.4,2,1.96,3,4.93,6,0.78,2,1.25,2
406,12/27/17,NYK,CHI,Kyle O'Quinn,5.63,9,5.21,8,1.82,1,1.15,0,0.36,0,0.75,0,0,0,1.61,2,2.41,4,4.09,5,1.18,2,1.1,2
406,12/27/17,NYK,CHI,Michael Beasley,10.93,6,4.99,5,1.5,1,1.67,2,0.18,2,0.52,0,0.33,0,1.42,0,4.72,3,8.97,9,1.09,0,1.71,0
406,12/27/17,DAL,CHI,Doug McDermott,9.29,3,3.2,6,1.3,1,0.6,2,0.21,0,0.35,0,1.37,0,1.12,1,3.65,1,7.77,6,0.62,1,0.84,2
406,12/27/17,NYK,CHI,Courtney Lee,15.71,17,4.2,3,3.38,4,1.29,2,1.24,1,0.13,0,1.92,3,1.35,3,5.89,7,12.51,18,0.54,0,2.09,0
406,12/27/17,NYK,CHI,Frank Ntilikina,7.12,6,2.73,5,4.52,4,1.86,1,1.17,1,0.21,1,0.78,0,1.82,6,2.77,3,7.19,10,0.43,0,1.09,1
406,12/27/17,NYK,CHI,Jarrett Jack,6.49,11,3.48,4,5.01,8,1.68,3,0.64,0,0.14,0,0.32,0,1.43,0,2.77,5,6.63,8,0.3,0,0.83,2
406,12/27/17,NYK,CHI,Kristaps Porzingis,27.37,23,7.47,6,1.82,1,2.18,0,0.59,1,1.7,3,2.24,1,2.35,2,10.12,9,22.19,22,1.16,1,5.9,4
406,12/27/17,CHI,NYK,Jerian Grant,5.65,7,1.32,3,3.08,6,0.86,0,0.74,0,0.09,0,0.62,1,1.01,3,1.98,3,4.33,7,0.3,0,1.49,0
406,12/27/17,CHI,NYK,Paul Zipser,2.75,8,1.77,1,0.8,0,0.55,1,0.36,1,0.15,0,0.47,2,0.89,0,1.04,3,3.08,3,0.26,0,0.34,0
406,12/27/17,CHI,NYK,Justin Holiday,11.94,11,3.72,9,2.23,3,1.08,3,1.11,1,0.51,0,2.28,3,1.64,1,3.99,3,10.8,7,0.52,1,2.13,2
406,12/27/17,CHI,NYK,David Nwaba,7.58,5,4.24,3,1.57,1,0.7,2,0.98,1,0.45,0,0.17,0,1.75,0,2.86,2,5.03,6,1.02,0,2.65,4
406,12/27/17,CHI,NYK,Robin Lopez,10.76,11,4.37,6,2.15,4,1.37,2,0.22,1,0.68,1,0.06,0,1.71,0,4.84,4,9.66,12,2.25,2,1.4,3
406,12/27/17,CHI,NYK,Lauri Markkanen,13.07,12,6.08,2,1.31,1,1.22,1,0.42,1,0.39,1,2.08,2,1.23,1,4.57,5,11.72,15,1.05,0,2.24,1
406,12/27/17,CHI,NYK,Bobby Portis,11.26,8,5.1,4,1.65,1,0.86,1,0.46,1,0.25,0,1.13,0,0.88,0,4.34,3,9.35,8,1.58,1,1.78,2
406,12/27/17,NOP,NYK,Nikola Mirotic,16.42,4,6.16,8,1.1,2,1.05,1,0.57,0,0.58,0,2.79,0,1.66,5,5.77,2,12.8,4,1.07,0,2.95,0
406,12/27/17,CHI,NYK,Denzel Valentine,8.23,9,4.48,9,3.08,0,0.79,2,0.8,1,0.15,0,1.81,1,1.76,2,3.05,4,7.6,6,0.82,0,0.42,0
406,12/27/17,CHI,NYK,Kris Dunn,15.09,17,4.73,5,6.95,5,3.13,2,1.95,2,0.42,1,1.08,1,3.1,3,6.34,6,14.87,18,0.81,0,2.09,4
407,12/27/17,BOS,CHA,Guerschon Yabusele,2.88,3,1.57,3,0.79,1,0.39,1,0.06,0,0.15,0,0.23,1,1,2,1.1,1,2.53,2,0.31,0,0.58,0
407,12/27/17,BOS,CHA,Daniel Theis,7.03,2,6.27,1,0.9,1,1.34,2,0.63,0,0.84,1,0.24,0,3.44,4,2.81,0,5.77,1,1.46,0,1.49,2
407,12/27/17,BOS,CHA,Marcus Smart,10.8,5,4.22,5,4.12,2,2.64,0,1.09,0,0.5,0,1.68,1,3.29,1,3.78,2,11.03,9,0.9,1,2.19,0
407,12/27/17,BOS,CHA,Terry Rozier,10.78,15,5.15,4,2.39,4,0.81,2,1.15,1,0.06,2,1.97,3,2.08,1,3.91,5,10.6,10,0.66,0,1.29,2
407,12/27/17,BOS,CHA,Shane Larkin,5.55,11,1.81,3,1.48,2,0.74,2,0.48,0,0.11,0,0.79,3,1.44,1,1.86,4,5.45,6,0.16,1,1.23,0
407,12/27/17,BOS,CHA,Jayson Tatum,15.56,18,6.4,5,1.38,0,1.38,2,0.91,2,0.88,2,1.82,0,3.12,3,5.44,6,10.72,12,0.78,0,3.47,6
407,12/27/17,BOS,CHA,Kyrie Irving,28.65,21,3.37,2,5.44,8,2.45,1,1.29,0,0.35,0,3.26,3,3.01,2,10.64,8,21.81,19,0.48,1,4.59,2
407,12/27/17,BOS,CHA,Al Horford,14.23,20,8.17,11,4.71,1,1.67,3,0.64,1,1.04,1,1.5,4,2.48,2,5.74,8,11.03,11,1.37,2,1.69,0
407,12/27/17,BOS,CHA,Aron Baynes,6.12,7,5.45,9,0.88,1,0.93,2,0.34,0,0.74,1,0,0,3.47,4,2.64,3,5.3,8,1.41,1,1.13,1
407,12/27/17,CHA,BOS,Frank Kaminsky,10.2,9,4.1,5,1.57,0,0.71,0,0.44,0,0.31,0,1.08,0,1.12,1,3.81,2,9.1,9,0.54,3,2,6
407,12/27/17,CHA,BOS,Nicolas Batum,10.88,7,4.43,3,4.23,3,2.09,2,0.76,4,0.35,0,1.1,1,1.31,2,3.88,3,9.96,9,0.66,0,2.35,0
407,12/27/17,CHA,BOS,Dwight Howard,15.67,12,12.09,17,1.39,3,3.4,3,0.52,1,1.12,2,0,0,3.53,4,5.94,3,11.31,10,3.31,5,7.01,10
407,12/27/17,CHA,BOS,Johnny O'Bryant III,4.31,4,3.07,1,0.52,0,0.69,0,0.28,0,0.38,0,0.25,0,0.83,0,1.6,2,4.33,3,0.84,1,1.04,0
407,12/27/17,CHA,BOS,Kemba Walker,19.5,24,3.42,1,5.21,5,1.88,4,0.94,0,0.2,0,2.06,4,1.39,0,6.48,9,15.88,22,0.49,0,5.29,2
407,12/27/17,CHA,BOS,Michael Carter-Williams,3.46,0,2.83,2,1.87,2,1.14,1,0.48,0,0.33,0,0.22,0,1.51,0,1,0,3.86,5,0.65,2,1.52,0
407,12/27/17,CHA,BOS,Treveon Graham,4.86,1,1.71,4,0.92,0,0.36,0,0.38,1,0.09,0,0.75,0,1.16,1,1.75,0,3.63,5,0.54,1,0.77,2
407,12/27/17,CHA,BOS,Marvin Williams,8.57,13,4.24,9,0.88,0,0.65,0,0.52,0,0.36,0,1.35,1,1.33,0,2.97,5,6.57,10,0.88,4,1.49,2
407,12/27/17,CHA,BOS,Michael Kidd-Gilchrist,9.51,13,5.16,4,1,2,0.6,1,0.73,0,0.64,1,0,0,2.36,1,3.97,5,8.48,9,1.27,3,2.44,5
407,12/27/17,CHA,BOS,Jeremy Lamb,12.84,8,4.45,6,2.21,0,1.19,0,0.58,1,0.4,0,0.96,1,1.44,2,4.51,3,10.55,5,0.51,0,3.27,2
408,12/27/17,WAS,ATL,Markieff Morris,11.72,18,5.03,8,1.39,0,2.09,4,0.72,0,0.69,0,1.25,2,3.65,4,4.62,6,9.57,10,1.4,1,1.48,6
408,12/27/17,WAS,ATL,Mike Scott,8.17,6,3.51,1,0.94,1,1.13,0,0.49,0,0.26,0,0.88,0,1.74,0,3.38,3,5.89,7,0.8,0,0.75,0
408,12/27/17,WAS,ATL,Tomas Satoransky,4.43,2,1.97,3,2.23,4,0.52,1,0.4,0,0.04,0,0.38,0,0.99,1,1.72,1,3.42,2,0.58,1,1.05,0
408,12/27/17,WAS,ATL,John Wall,18.94,10,3.82,1,8.4,11,3.91,2,1.29,0,0.96,0,1.45,0,2.2,3,6.84,3,15.96,9,0.68,0,5.4,7
408,12/27/17,WAS,ATL,Jodie Meeks,4.97,14,1.49,2,0.69,1,0.41,2,0.51,0,0.04,0,0.74,1,0.7,1,1.54,4,4.5,6,0.26,0,1.31,5
408,12/27/17,WAS,ATL,Bradley Beal,22.96,20,4.38,6,3.94,3,2.48,0,1.07,3,0.47,2,2.34,2,1.98,4,8.39,7,18.37,19,1.12,3,4.8,4
408,12/27/17,WAS,ATL,Ian Mahinmi,2.63,1,2.68,6,0.62,2,1.01,3,0.44,1,0.42,0,0,0,1.77,3,1.05,0,1.94,1,1.17,2,0.7,2
408,12/27/17,WAS,ATL,Otto Porter Jr.,15.03,15,6.99,7,1.91,1,0.9,0,1.53,2,0.71,1,1.88,1,2.16,4,5.97,6,11.49,13,1.63,2,1.55,2
408,12/27/17,WAS,ATL,Marcin Gortat,7.8,2,6.92,4,1.79,0,1.28,1,0.59,0,0.7,0,0,0,2.16,2,3.33,1,6.16,6,1.86,0,1.78,0
408,12/27/17,WAS,ATL,Kelly Oubre Jr.,10.87,11,5.16,2,1.16,1,1.15,0,0.95,0,0.5,1,1.45,3,2.35,2,3.75,4,8.81,7,0.99,0,2.32,0
408,12/27/17,ATL,WAS,Isaiah Taylor,5.51,5,1.64,1,2.07,4,1.12,0,0.45,0,0.33,0,0.31,0,1.08,2,1.95,2,4.73,6,0.33,0,1.98,2
408,12/27/17,ATL,WAS,John Collins,14.46,8,7.65,8,1.31,2,1.69,2,0.62,0,0.73,3,0,0,3.3,3,6.04,4,9.53,7,2.57,1,3.22,2
408,12/27/17,PHI,WAS,Marco Belinelli,10.94,19,2.19,3,1.85,1,1.1,0,0.79,1,0.09,1,1.82,2,0.69,0,3.58,7,8.55,11,0.2,1,2.06,3
408,12/27/17,ATL,WAS,Tyler Cavanaugh,6.35,0,4.51,7,1.16,2,0.84,0,0.33,0,0.3,0,0.98,0,1.92,2,2.22,0,4.42,4,1.34,3,1.2,0
408,12/27/17,ATL,WAS,Malcolm Delaney,6.87,7,2.52,1,2.49,2,1.26,1,0.63,3,0.12,0,0.88,1,1.4,3,2.27,2,5.52,8,0.27,0,1.88,2
408,12/27/17,PHI,WAS,Ersan Ilyasova,8.59,20,3.89,9,0.99,0,0.81,2,0.72,1,0.24,0,1.19,3,1.63,1,3.02,7,6.37,14,1.18,4,1.64,5
408,12/27/17,ATL,WAS,Dennis Schroder,22.22,21,3.75,4,7.8,7,2.94,2,0.92,1,0.06,0,1.31,1,2.03,2,8.69,7,18.86,15,0.83,0,4.13,7
408,12/27/17,ATL,WAS,Miles Plumlee,5.23,11,4.52,5,1.03,3,1.11,1,0.67,0,0.54,0,0,0,2.41,3,2.32,4,4,5,1.52,1,1.18,6
408,12/27/17,ATL,WAS,Kent Bazemore,12.78,11,5.08,6,3.66,7,2.54,2,1.39,0,0.57,1,1.53,3,2.07,3,4.31,4,10.3,10,0.5,0,3.21,0
408,12/27/17,ATL,WAS,Taurean Prince,13.49,11,5.71,9,2.57,0,2.33,1,0.89,1,0.55,2,1.83,1,1.98,2,5.06,4,11.3,14,0.72,6,1.99,2
409,12/27/17,DET,LAL,James Ennis III,6.85,2,3.52,2,1.15,1,1.07,1,0.62,1,0.28,0,0.61,0,1.56,1,2.52,0,5.09,1,1.15,0,1.34,2
409,12/27/17,MEM,LAL,Kobi Simmons,7.52,0,4.33,3,2.37,1,1.36,0,0.9,0,0.67,0,0.36,0,2.76,3,2.85,0,7,1,1.01,1,1.77,0
409,12/27/17,MEM,LAL,Chandler Parsons,11.35,5,3.71,1,2.44,2,1.33,1,0.73,0,0.47,1,1.92,1,1.96,0,4.32,2,8.9,5,0.62,0,1.29,0
409,12/27/17,MEM,LAL,Marc Gasol,18.45,11,9.38,9,4.26,5,3.21,4,0.87,0,1.69,3,1.43,0,2.46,4,6.64,4,16.22,10,1.61,1,4.55,3
409,12/27/17,MEM,LAL,Jarell Martin,6.7,20,5.06,8,0.64,0,1.24,1,0.75,0,0.96,2,0.41,0,3.54,1,2.56,8,6.62,10,1.69,2,1.48,4
409,12/27/17,MEM,LAL,Andrew Harrison,12.19,15,3.54,1,3.82,2,2.1,1,1.32,0,0.79,0,1.23,0,3.29,4,4.17,4,10.7,12,0.85,0,3.33,9
409,12/27/17,MEM,LAL,Deyonta Davis,4.33,14,2.98,4,0.63,0,0.47,0,0.31,0,0.69,2,0,0,1.3,0,1.97,5,3.22,6,0.77,1,0.62,4
409,12/27/17,MEM,LAL,Dillon Brooks,10.01,5,3.42,1,1.34,1,1.49,0,0.91,1,0.62,0,1.15,1,3.41,3,3.93,2,8.51,5,0.65,0,1.26,2
409,12/27/17,MEM,LAL,Tyreke Evans,24.33,32,5.97,7,5.42,7,2.6,2,1.19,0,0.59,0,2.63,2,1.98,2,9.19,8,19.57,17,1.07,0,4.14,15
409,12/27/17,LAL,MEM,Tyler Ennis,2.88,0,1.18,1,1.14,1,0.76,1,0.33,0,0.11,1,0.09,0,0.61,3,1.16,0,2.53,3,0.11,1,0.58,0
409,12/27/17,LAL,MEM,Julius Randle,11.49,6,6.89,3,2.56,0,2.21,1,0.56,0,1.22,0,0.21,0,3.02,2,4.32,2,7.85,5,1.67,1,3.98,6
409,12/27/17,LAL,MEM,Kentavious Caldwell-Pope,14.9,16,5.12,2,2.53,2,1.72,0,1.69,1,0.41,0,2.39,1,1.59,2,5.14,4,12.94,10,0.85,1,3,7
409,12/27/17,LAL,MEM,Brandon Ingram,14,23,4.88,4,3.62,4,2.23,5,0.84,1,0.86,2,0.53,0,2.6,3,5.04,9,11.64,20,0.86,1,5.14,11
